Tue Dec 16 14:59:56 2014
,0,0,-1,71,151,-1,72,151,-1,73,151,-1,74,151,-1,75,151,-1,76,151,-1,77,151,-1,33,152,-1,34,152,-1,35,152,-1,36,152,-1,61,153,-1,62,153,-1,63,153,-1,64,153,-1;Tue Dec 16 15:46:23 2014
,0,0,-1,71,151,-1,72,151,-1,73,151,-1,74,151,-1,75,151,-1,76,151,-1,77,151,-1,33,152,-1,34,152,-1,35,152,-1,36,152,-1,61,153,-1,62,153,-1,63,153,-1,64,153,-1;Tue Dec 16 15:47:27 2014
,0,0,-1,71,151,-1,72,151,-1,73,151,-1,74,151,-1,75,151,-1,76,151,-1,77,151,-1,33,152,-1,34,152,-1,35,152,-1,36,152,-1,61,153,-1,62,153,-1,63,153,-1,64,153,-1;Tue Dec 16 15:47:42 2014
,0,0,-1,71,151,-1,72,151,-1,73,151,-1,74,151,-1,75,151,-1,76,151,-1,77,151,-1,33,152,-1,34,152,-1,35,152,-1,36,152,-1,61,153,-1,62,153,-1,63,153,-1,64,153,-1;Tue Dec 16 15:48:29 2014
,0,0,-1,71,151,-1,72,151,-1,73,151,-1,74,151,-1,75,151,-1,76,151,-1,77,151,-1,33,152,-1,34,152,-1,35,152,-1,36,152,-1,61,153,-1,62,153,-1,63,153,-1,64,153,-1;Tue Dec 16 15:48:53 2014
,0,0,-1,71,151,-1,72,151,-1,73,151,-1,74,151,-1,75,151,-1,76,151,-1,77,151,-1,33,152,-1,34,152,-1,35,152,-1,36,152,-1,61,153,-1,62,153,-1,63,153,-1,64,153,-1;Tue Dec 16 15:49:31 2014
,0,0,-1,71,151,-1,72,151,-1,73,151,-1,74,151,-1,75,151,-1,76,151,-1,77,151,-1,33,152,-1,34,152,-1,35,152,-1,36,152,-1,61,153,-1,62,153,-1,63,153,-1,64,153,-1;Tue Dec 16 15:49:54 2014
,0,0,-1,71,151,-1,72,151,-1,73,151,-1,74,151,-1,75,151,-1,76,151,-1,77,151,-1,33,152,-1,34,152,-1,35,152,-1,36,152,-1,61,153,-1,62,153,-1,63,153,-1,64,153,-1;Tue Dec 16 15:50:34 2014
,0,0,-1,71,151,-1,72,151,-1,73,151,-1,74,151,-1,75,151,-1,76,151,-1,77,151,-1,33,152,-1,34,152,-1,35,152,-1,36,152,-1,61,153,-1,62,153,-1,63,153,-1,64,153,-1;Tue Dec 16 15:51:12 2014
,0,0,-1,71,151,-1,72,151,-1,73,151,-1,74,151,-1,75,151,-1,76,151,-1,77,151,-1,33,152,-1,34,152,-1,35,152,-1,36,152,-1,61,153,-1,62,153,-1,63,153,-1,64,153,-1;Tue Dec 16 15:54:24 2014
,0,0,-1,71,151,-1,72,151,-1,73,151,-1,74,151,-1,75,151,-1,76,151,-1,77,151,-1,33,152,-1,34,152,-1,35,152,-1,36,152,-1,61,153,-1,62,153,-1,63,153,-1,64,153,-1;Tue Dec 16 15:54:41 2014
,0,0,-1,71,151,-1,72,151,-1,73,151,-1,74,151,-1,75,151,-1,76,151,-1,77,151,-1,33,152,-1,34,152,-1,35,152,-1,36,152,-1,61,153,-1,62,153,-1,63,153,-1,64,153,-1;Tue Dec 16 15:58:06 2014
,0,0,-1,71,151,-1,72,151,-1,73,151,-1,74,151,-1,75,151,-1,76,151,-1,77,151,-1,33,152,-1,34,152,-1,35,152,-1,36,152,-1,61,153,-1,62,153,-1,63,153,-1,64,153,-1;Tue Dec 16 15:58:37 2014
,0,0,-1,71,151,-1,72,151,-1,73,151,-1,74,151,-1,75,151,-1,76,151,-1,77,151,-1,33,152,-1,34,152,-1,35,152,-1,36,152,-1,61,153,-1,62,153,-1,63,153,-1,64,153,-1;Tue Dec 16 16:10:27 2014
,0,0,-1,71,151,-1,72,151,-1,73,151,-1,74,151,-1,75,151,-1,76,151,-1,77,151,-1,33,152,-1,34,152,-1,35,152,-1,36,152,-1,61,153,-1,62,153,-1,63,153,-1,64,153,-1;Tue Dec 16 16:17:34 2014
,0,0,-1,71,151,-1,72,151,-1,73,151,-1,74,151,-1,75,151,-1,76,151,-1,77,151,-1,33,152,-1,34,152,-1,35,152,-1,36,152,-1,61,153,-1,62,153,-1,63,153,-1,64,153,-1;Tue Dec 16 16:17:38 2014
,0,0,-1,71,151,-1,72,151,-1,73,151,-1,74,151,-1,75,151,-1,76,151,-1,77,151,-1,33,152,-1,34,152,-1,35,152,-1,36,152,-1,61,153,-1,62,153,-1,63,153,-1,64,153,-1;Tue Dec 16 16:20:05 2014
,0,0,-1,71,151,1,72,151,1,73,151,1,74,151,1,75,151,1,76,151,1,77,151,1,33,152,143,34,152,0,35,152,0,36,152,0,61,153,8,62,153,0,63,153,0,64,153,0;Tue Dec 16 16:21:04 2014
,0,0,-1,71,151,1,72,151,1,73,151,1,74,151,1,75,151,1,76,151,1,77,151,1,33,152,119,34,152,0,35,152,0,36,152,0,61,153,8,62,153,0,63,153,0,64,153,0;Tue Dec 16 16:24:02 2014
,71,151,1,72,151,1,73,151,1,74,151,1,75,151,1,76,151,1,77,151,1,33,152,107,34,152,0,35,152,0,36,152,0,61,153,8,62,153,0,63,153,0,64,153,0,65,153,0;Tue Dec 16 16:49:18 2014
,71,151,1,72,151,1,73,151,1,74,151,1,75,151,1,76,151,1,77,151,1,33,152,107,34,152,0,35,152,0,36,152,0,61,153,8,62,153,0,63,153,0,64,153,0,65,153,0;Tue Dec 16 16:50:57 2014
,71,151,1,72,151,1,73,151,1,74,151,1,75,151,1,76,151,1,77,151,1,33,152,99,34,152,0,35,152,0,36,152,0,36,151,-1,36,111,-1,37,152,-1,33,111,-1,61,153,8;Tue Dec 16 19:23:35 2014
,71,151,0,72,151,1,73,151,1,74,151,1,75,151,1,76,151,1,77,151,1,33,152,0,34,152,0,35,152,0,36,152,0,36,151,-1,36,111,-1,37,152,-1,33,111,-1,61,153,8;Tue Dec 16 19:38:50 2014
,71,151,1,72,151,1,73,151,1,74,151,1,75,151,1,76,151,1,77,151,1,33,152,54,34,152,0,35,152,0,36,152,0,61,153,8,62,153,0,63,153,0,64,153,0,65,153,0;Tue Dec 16 19:39:36 2014
,71,151,1,72,151,1,73,151,1,74,151,1,75,151,1,76,151,1,77,151,1,33,152,49,34,152,0,35,152,0,36,152,0,61,153,8,62,153,0;Wed Dec 17 11:26:21 2014
,71,151,0,72,151,1,73,151,1,74,151,1,75,151,1,76,151,1,77,151,1,33,152,0,34,152,0,35,152,0,36,152,0,61,153,8,62,153,0,63,153,0,64,153,0,65,153,0;Wed Dec 17 11:27:26 2014
,71,151,1,72,151,1,73,151,1,74,151,1,75,151,1,76,151,1,77,151,1,33,152,68,34,152,0,35,152,0,36,152,0,61,153,8,62,153,0,63,153,0,64,153,0,65,153,0;
